plotname,area,points,devRRT
inputs/sample_17_comp=Target_9.jpeg,0,0,1
inputs/sample_11_comp=Target_9.jpeg,0,0,1
inputs/sample_19_comp=Target_4.jpeg,2181233075.08,59,1.7e-4
inputs/sample_23_comp=Target_9.jpeg,0,0,1
inputs/sample_19_comp=Target_5.jpeg,955366266.97,55,6.6e-4
inputs/sample_19_comp=Target_6.jpeg,0,0,1
inputs/sample_19_comp=Target_7.jpeg,134343.58,1,0.00244
inputs/sample_19_comp=Target_8.jpeg,50221839.45,27,6e-5
inputs/sample_8_comp=Target_1.jpeg,712972.58,5,0.0027
inputs/sample_6_comp=Target_1.jpeg,779228.28,11,0.00365
inputs/sample_9_comp=Target_1.jpeg,241601.06,3,0.00128
inputs/sample_7_comp=Target_1.jpeg,535640.43,5,4e-5
inputs/SCH_1_comp=Target_1.jpeg,166526197.62,66,2.9e-4
inputs/sample_19_comp=Target_9.jpeg,0,0,1
inputs/sample_8_comp=Target_10.jpeg,0,0,1
inputs/sample_6_comp=Target_10.jpeg,0,0,1
inputs/sample_7_comp=Target_10.jpeg,0,0,1
inputs/SCH_1_comp=Target_10.jpeg,116800519.26,30,3.6e-4
inputs/sample_9_comp=Target_10.jpeg,0,0,1
inputs/sample_6_comp=Target_11.jpeg,0,0,1
inputs/sample_8_comp=Target_11.jpeg,0,0,1
inputs/sample_7_comp=Target_11.jpeg,74342.8,1,0.00404
inputs/sample_9_comp=Target_11.jpeg,81958.05,1,0.01495
inputs/SCH_1_comp=Target_11.jpeg,3411214419.11,55,5.8e-4
inputs/sample_8_comp=Target_12.jpeg,128904.2,1,0.00168
inputs/sample_6_comp=Target_12.jpeg,100638.86,1,0.00204
inputs/sample_9_comp=Target_12.jpeg,263940.88,3,0.00317
inputs/sample_7_comp=Target_12.jpeg,2208646.58,12,0.00316
inputs/SCH_1_comp=Target_12.jpeg,339639967.67,50,8.9e-4
inputs/sample_8_comp=Target_13.jpeg,111291.05,2,0.00635
inputs/sample_6_comp=Target_13.jpeg,818729.62,7,0.0107
inputs/sample_7_comp=Target_13.jpeg,48297.65,1,0.00513
inputs/sample_9_comp=Target_13.jpeg,775929.04,6,0.0104
inputs/SCH_1_comp=Target_13.jpeg,10492452.79,33,8.3e-4
inputs/sample_8_comp=Target_14.jpeg,44316.57,1,0.01645
inputs/sample_6_comp=Target_14.jpeg,48429.47,1,0.01822
inputs/sample_16_comp=Target_15.jpeg,0,0,1
inputs/sample_9_comp=Target_14.jpeg,45050.55,1,0.01107
inputs/sample_7_comp=Target_14.jpeg,1738861.23,13,0.02027
inputs/SCH_1_comp=Target_14.jpeg,237338.18,3,0.00376
inputs/sample_8_comp=Target_15.jpeg,0,0,1
inputs/sample_16_comp=Target_16.jpeg,5649398.3,9,0.00356
inputs/sample_6_comp=Target_15.jpeg,0,0,1
inputs/sample_9_comp=Target_15.jpeg,0,0,1
inputs/sample_7_comp=Target_15.jpeg,0,0,1
inputs/SCH_1_comp=Target_15.jpeg,6288194.7,35,0.00133
inputs/sample_8_comp=Target_16.jpeg,1648298.84,2,0.00138
inputs/sample_16_comp=Target_17.jpeg,2700015.07,35,0.00193
inputs/sample_6_comp=Target_16.jpeg,0,0,1
inputs/sample_9_comp=Target_16.jpeg,1328915.5,1,0.00273
inputs/sample_7_comp=Target_16.jpeg,0,0,1
inputs/SCH_1_comp=Target_16.jpeg,12377030.66,12,0.00324
inputs/sample_8_comp=Target_17.jpeg,1478891.51,27,0.00124
inputs/sample_16_comp=Target_18.jpeg,216291.12,2,2.9e-4
inputs/sample_6_comp=Target_17.jpeg,226388.74,5,0.0017
inputs/sample_9_comp=Target_17.jpeg,938748.82,26,8e-5
inputs/sample_7_comp=Target_17.jpeg,731242.56,23,8e-4
inputs/SCH_1_comp=Target_17.jpeg,6802935.01,38,7.9e-4
inputs/sample_16_comp=Target_19.jpeg,5581439.39,15,8.1e-4
inputs/sample_8_comp=Target_18.jpeg,116446.82,2,3.8e-4
inputs/sample_6_comp=Target_18.jpeg,46035.85,1,0.00116
inputs/sample_9_comp=Target_18.jpeg,0,0,1
inputs/sample_7_comp=Target_18.jpeg,195201.62,2,0.00924
inputs/SCH_1_comp=Target_18.jpeg,298965799.49,49,1.2e-4
inputs/sample_16_comp=Target_2.jpeg,91084.7,1,0.01042
inputs/sample_8_comp=Target_19.jpeg,368565.09,2,2.6e-4
inputs/sample_6_comp=Target_19.jpeg,5548728.38,17,0.00154
inputs/sample_9_comp=Target_19.jpeg,6946925.9,25,2.8e-4
inputs/sample_7_comp=Target_19.jpeg,5847411.16,16,4e-5
inputs/SCH_1_comp=Target_19.jpeg,442693323.42,73,0.00152
inputs/sample_16_comp=Target_20.jpeg,2632806.75,2,0.00223
inputs/sample_8_comp=Target_2.jpeg,119656.82,1,0.024
inputs/sample_6_comp=Target_2.jpeg,0,0,1
inputs/sample_9_comp=Target_2.jpeg,0,0,1
inputs/sample_7_comp=Target_2.jpeg,309092.16,1,0.00431
inputs/SCH_1_comp=Target_2.jpeg,41864839.23,29,6.2e-4
inputs/sample_16_comp=Target_21.jpeg,1439272.22,8,0.00468
inputs/sample_8_comp=Target_20.jpeg,3680748,2,0.00107
inputs/sample_6_comp=Target_20.jpeg,3968942.25,4,7.9e-4
inputs/sample_9_comp=Target_20.jpeg,768363.44,1,1.4e-4
inputs/sample_7_comp=Target_20.jpeg,2353640.75,1,3.8e-4
inputs/SCH_1_comp=Target_20.jpeg,279978564.62,59,5e-5
inputs/sample_16_comp=Target_22.jpeg,488328.19,1,3.7e-4
inputs/sample_8_comp=Target_21.jpeg,303983.77,2,0.0078
inputs/sample_6_comp=Target_21.jpeg,693767.54,4,0.00508
inputs/sample_9_comp=Target_21.jpeg,1117791.33,5,0.00506
inputs/sample_7_comp=Target_21.jpeg,356596.75,2,0.00574
inputs/SCH_1_comp=Target_21.jpeg,362291124.82,76,4.1e-4
inputs/sample_16_comp=Target_3.jpeg,2984931.12,2,9.9e-4
inputs/sample_8_comp=Target_22.jpeg,610019.25,1,0.00371
inputs/sample_9_comp=Target_22.jpeg,632150.75,1,0.00373
inputs/sample_6_comp=Target_22.jpeg,369425.97,1,9.4e-4
inputs/sample_7_comp=Target_22.jpeg,1728702.81,2,0.00154
inputs/sample_16_comp=Target_4.jpeg,1927383221.43,73,2.9e-4
inputs/SCH_1_comp=Target_22.jpeg,410207760.06,73,8.3e-4
inputs/sample_8_comp=Target_3.jpeg,1849758.25,1,0.00185
inputs/sample_6_comp=Target_3.jpeg,544140.75,2,0.0043
inputs/sample_9_comp=Target_3.jpeg,655488.62,2,0.00786
inputs/sample_16_comp=Target_5.jpeg,1028671469.47,59,0.00113
inputs/sample_7_comp=Target_3.jpeg,355413.12,1,0.00331
inputs/SCH_1_comp=Target_3.jpeg,78571373.81,80,2.9e-4
inputs/sample_8_comp=Target_4.jpeg,1141359215.86,61,2.6e-4
inputs/sample_6_comp=Target_4.jpeg,917704102.66,64,2.8e-4
inputs/sample_9_comp=Target_4.jpeg,1389803238.46,63,1.6e-4
inputs/sample_7_comp=Target_4.jpeg,829202840.45,67,5e-5
inputs/sample_16_comp=Target_6.jpeg,0,0,1
inputs/SCH_1_comp=Target_4.jpeg,1760086319.58,81,3.8e-4
inputs/sample_8_comp=Target_5.jpeg,559923061.97,56,1.6e-4
inputs/sample_6_comp=Target_5.jpeg,401748453.53,56,1.4e-4
inputs/sample_9_comp=Target_5.jpeg,687674440.08,50,2.6e-4
inputs/sample_16_comp=Target_7.jpeg,379030.83,2,0.00342
inputs/sample_7_comp=Target_5.jpeg,486700422.28,64,0.00136
inputs/SCH_1_comp=Target_5.jpeg,1021087953.98,73,4e-5
inputs/sample_8_comp=Target_6.jpeg,0,0,1
inputs/sample_16_comp=Target_8.jpeg,132543764.52,29,1.8e-4
inputs/sample_6_comp=Target_6.jpeg,0,0,1
inputs/sample_9_comp=Target_6.jpeg,0,0,1
inputs/sample_7_comp=Target_6.jpeg,0,0,1
inputs/SCH_1_comp=Target_6.jpeg,4248437.16,23,0.00373
inputs/sample_8_comp=Target_7.jpeg,245445.55,1,0.00152
inputs/sample_16_comp=Target_9.jpeg,0,0,1
inputs/sample_6_comp=Target_7.jpeg,85093.51,1,9e-5
inputs/sample_9_comp=Target_7.jpeg,201782,1,0.00135
inputs/SCH_1_comp=Target_7.jpeg,5535497.91,12,0.00702
inputs/sample_7_comp=Target_7.jpeg,0,0,1
inputs/sample_8_comp=Target_8.jpeg,74654576.2,35,2.5e-4
inputs/sample_6_comp=Target_8.jpeg,22941471.8,23,1.5e-4
inputs/sample_9_comp=Target_8.jpeg,49512228.8,25,1.8e-4
inputs/sample_7_comp=Target_8.jpeg,15645025.39,14,7e-5
inputs/SCH_1_comp=Target_8.jpeg,163810466.97,30,2e-5
inputs/sample_8_comp=Target_9.jpeg,0,0,1
inputs/sample_6_comp=Target_9.jpeg,0,0,1
inputs/sample_9_comp=Target_9.jpeg,0,0,1
inputs/SCH_1_comp=Target_9.jpeg,269497900.01,41,6.8e-4
inputs/sample_7_comp=Target_9.jpeg,0,0,1
