plotname,area,points,devRRT
inputs/sample_4_comp=Target_8_confirming.jpeg,64646831.98,23,6.7e-4
inputs/sample_24_comp=Target_8_confirming.jpeg,58544946.28,25,0.00115
inputs/sample_21_comp=Target_8_confirming.jpeg,59123366.59,29,2.4e-4
inputs/sample_2_comp=Target_8_confirming.jpeg,127735406.56,32,2e-4
inputs/sample_11_comp=Target_8_confirming.jpeg,14680426.59,16,0.00115
inputs/sample_17_comp=Target_8_confirming.jpeg,36891732.29,24,5e-5
inputs/sample_19_comp=Target_3_confirming.jpeg,221840.38,2,0.00104
inputs/sample_23_comp=Target_8_confirming.jpeg,62075121.62,25,4.5e-4
inputs/sample_14_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_1_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_22_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_20_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_13_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_10_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_21_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_5_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_15_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_3_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_4_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_12_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_18_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_24_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_11_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_17_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_2_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_19_comp=Target_4_confirming.jpeg,523754850.1,34,1.7e-4
inputs/sample_23_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_19_comp=Target_5_confirming.jpeg,205846727.88,17,6.6e-4
inputs/sample_19_comp=Target_6_confirming.jpeg,0,0,1
inputs/sample_19_comp=Target_7_confirming.jpeg,0,0,1
inputs/sample_19_comp=Target_8_confirming.jpeg,14815507.32,18,7.2e-4
inputs/sample_8_comp=Target_1_confirming.jpeg,0,0,1
inputs/sample_6_comp=Target_1_confirming.jpeg,30143.01,1,0.00435
inputs/sample_9_comp=Target_1_confirming.jpeg,103703.88,1,0.0085
inputs/sample_7_comp=Target_1_confirming.jpeg,60129.69,1,0.01519
inputs/SCH_1_comp=Target_1_confirming.jpeg,33197608.73,24,2.9e-4
inputs/sample_19_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_6_comp=Target_10_confirming.jpeg,0,0,1
inputs/sample_8_comp=Target_10_confirming.jpeg,0,0,1
inputs/sample_7_comp=Target_10_confirming.jpeg,0,0,1
inputs/SCH_1_comp=Target_10_confirming.jpeg,73711084.84,26,3.6e-4
inputs/sample_9_comp=Target_10_confirming.jpeg,0,0,1
inputs/sample_6_comp=Target_11_confirming.jpeg,224028.47,2,0.01487
inputs/sample_8_comp=Target_11_confirming.jpeg,0,0,1
inputs/sample_7_comp=Target_11_confirming.jpeg,0,0,1
inputs/sample_9_comp=Target_11_confirming.jpeg,240146.62,2,0.01676
inputs/SCH_1_comp=Target_11_confirming.jpeg,625783050.97,41,5.8e-4
inputs/sample_8_comp=Target_12_confirming.jpeg,103485.09,1,0.00589
inputs/sample_6_comp=Target_12_confirming.jpeg,1119602.78,9,0.00756
inputs/sample_9_comp=Target_12_confirming.jpeg,96389.43,1,0.00297
inputs/SCH_1_comp=Target_12_confirming.jpeg,62675488.04,26,8.9e-4
inputs/sample_7_comp=Target_12_confirming.jpeg,86115.63,1,0.00195
inputs/sample_8_comp=Target_13_confirming.jpeg,0,0,1
inputs/sample_6_comp=Target_13_confirming.jpeg,0,0,1
inputs/sample_9_comp=Target_13_confirming.jpeg,0,0,1
inputs/sample_7_comp=Target_13_confirming.jpeg,0,0,1
inputs/SCH_1_comp=Target_13_confirming.jpeg,0,0,1
inputs/sample_8_comp=Target_14_confirming.jpeg,0,0,1
inputs/sample_16_comp=Target_15_confirming.jpeg,0,0,1
inputs/sample_6_comp=Target_14_confirming.jpeg,36209.75,1,0.01961
inputs/sample_9_comp=Target_14_confirming.jpeg,0,0,1
inputs/SCH_1_comp=Target_14_confirming.jpeg,0,0,1
inputs/sample_7_comp=Target_14_confirming.jpeg,103161.13,2,0.02093
inputs/sample_8_comp=Target_15_confirming.jpeg,0,0,1
inputs/sample_16_comp=Target_16_confirming.jpeg,226389.7,2,0.21642
inputs/sample_6_comp=Target_15_confirming.jpeg,0,0,1
inputs/sample_9_comp=Target_15_confirming.jpeg,4002.2,1,6.2e-4
inputs/sample_7_comp=Target_15_confirming.jpeg,2818.72,1,0.31478
inputs/SCH_1_comp=Target_15_confirming.jpeg,2861736.67,35,0.00133
inputs/sample_8_comp=Target_16_confirming.jpeg,0,0,1
inputs/sample_16_comp=Target_17_confirming.jpeg,615845.41,19,0.00193
inputs/sample_6_comp=Target_16_confirming.jpeg,0,0,1
inputs/sample_9_comp=Target_16_confirming.jpeg,0,0,1
inputs/sample_7_comp=Target_16_confirming.jpeg,0,0,1
inputs/SCH_1_comp=Target_16_confirming.jpeg,1024716.5,1,0.04577
inputs/sample_8_comp=Target_17_confirming.jpeg,347721.32,18,0.00124
inputs/sample_16_comp=Target_18_confirming.jpeg,0,0,1
inputs/sample_6_comp=Target_17_confirming.jpeg,60720.83,6,0.0017
inputs/sample_9_comp=Target_17_confirming.jpeg,208797.47,10,8e-5
inputs/sample_7_comp=Target_17_confirming.jpeg,104880.55,2,8e-4
inputs/SCH_1_comp=Target_17_confirming.jpeg,1587760.38,26,7.9e-4
inputs/sample_16_comp=Target_19_confirming.jpeg,552027.32,5,1.6e-4
inputs/sample_8_comp=Target_18_confirming.jpeg,0,0,1
inputs/sample_6_comp=Target_18_confirming.jpeg,0,0,1
inputs/sample_9_comp=Target_18_confirming.jpeg,0,0,1
inputs/sample_7_comp=Target_18_confirming.jpeg,0,0,1
inputs/SCH_1_comp=Target_18_confirming.jpeg,51526879.09,23,1.2e-4
inputs/sample_16_comp=Target_2_confirming.jpeg,0,0,1
inputs/sample_8_comp=Target_19_confirming.jpeg,0,0,1
inputs/sample_6_comp=Target_19_confirming.jpeg,265361.53,1,6.3e-4
inputs/sample_9_comp=Target_19_confirming.jpeg,179721.25,1,0.00119
inputs/sample_7_comp=Target_19_confirming.jpeg,205279.05,1,4e-5
inputs/SCH_1_comp=Target_19_confirming.jpeg,103674903.12,49,0.00152
inputs/sample_16_comp=Target_20_confirming.jpeg,556129.62,1,0.00161
inputs/sample_8_comp=Target_2_confirming.jpeg,0,0,1
inputs/sample_6_comp=Target_2_confirming.jpeg,0,0,1
inputs/sample_9_comp=Target_2_confirming.jpeg,0,0,1
inputs/sample_7_comp=Target_2_confirming.jpeg,68141.88,1,0.01289
inputs/SCH_1_comp=Target_2_confirming.jpeg,8988890.28,12,6.2e-4
inputs/sample_16_comp=Target_21_confirming.jpeg,109016.23,1,0.02349
inputs/sample_8_comp=Target_20_confirming.jpeg,1168666.56,2,0.0026
inputs/sample_6_comp=Target_20_confirming.jpeg,397661.34,1,0.00171
inputs/sample_9_comp=Target_20_confirming.jpeg,292483.97,1,0.01134
inputs/sample_7_comp=Target_20_confirming.jpeg,450024.19,1,0.00145
inputs/SCH_1_comp=Target_20_confirming.jpeg,51248669.11,37,5e-5
inputs/sample_16_comp=Target_22_confirming.jpeg,230064.16,1,0.01171
inputs/sample_8_comp=Target_21_confirming.jpeg,0,0,1
inputs/sample_6_comp=Target_21_confirming.jpeg,0,0,1
inputs/sample_9_comp=Target_21_confirming.jpeg,0,0,1
inputs/sample_7_comp=Target_21_confirming.jpeg,0,0,1
inputs/SCH_1_comp=Target_21_confirming.jpeg,84100668.48,28,5.1e-4
inputs/sample_16_comp=Target_3_confirming.jpeg,465904.84,1,9.5e-4
inputs/sample_8_comp=Target_22_confirming.jpeg,371505.16,1,0.0121
inputs/sample_9_comp=Target_22_confirming.jpeg,239556.56,1,0.01484
inputs/sample_6_comp=Target_22_confirming.jpeg,197568.61,1,0.0159
inputs/sample_7_comp=Target_22_confirming.jpeg,249308.55,1,0.02193
inputs/sample_16_comp=Target_4_confirming.jpeg,440166264.2,39,6.3e-4
inputs/SCH_1_comp=Target_22_confirming.jpeg,85776245.75,27,9e-5
inputs/sample_8_comp=Target_3_confirming.jpeg,355269.91,1,7.3e-4
inputs/sample_6_comp=Target_3_confirming.jpeg,273060.45,3,3.1e-4
inputs/sample_16_comp=Target_5_confirming.jpeg,212354022.86,18,0.00113
inputs/sample_9_comp=Target_3_confirming.jpeg,381395.23,3,6.2e-4
inputs/sample_7_comp=Target_3_confirming.jpeg,376118.42,2,0.00658
inputs/SCH_1_comp=Target_3_confirming.jpeg,4794002.25,14,9.5e-4
inputs/sample_8_comp=Target_4_confirming.jpeg,262914702.97,30,2.6e-4
inputs/sample_6_comp=Target_4_confirming.jpeg,213770652.56,29,2.8e-4
inputs/sample_16_comp=Target_6_confirming.jpeg,0,0,1
inputs/sample_9_comp=Target_4_confirming.jpeg,327537757.92,32,1.6e-4
inputs/sample_7_comp=Target_4_confirming.jpeg,185105785.8,28,5e-5
inputs/SCH_1_comp=Target_4_confirming.jpeg,405754775.2,34,3.8e-4
inputs/sample_8_comp=Target_5_confirming.jpeg,106300843.25,13,1.6e-4
inputs/sample_9_comp=Target_5_confirming.jpeg,153005574.25,12,6.5e-4
inputs/sample_6_comp=Target_5_confirming.jpeg,75656436.62,12,1.4e-4
inputs/sample_16_comp=Target_7_confirming.jpeg,0,0,1
inputs/sample_7_comp=Target_5_confirming.jpeg,73022515,10,0.00136
inputs/SCH_1_comp=Target_5_confirming.jpeg,216704518.62,18,4e-5
inputs/sample_8_comp=Target_6_confirming.jpeg,0,0,1
inputs/sample_16_comp=Target_8_confirming.jpeg,38920490.06,17,1.8e-4
inputs/sample_6_comp=Target_6_confirming.jpeg,0,0,1
inputs/sample_9_comp=Target_6_confirming.jpeg,0,0,1
inputs/sample_7_comp=Target_6_confirming.jpeg,0,0,1
inputs/SCH_1_comp=Target_6_confirming.jpeg,49361.88,3,0.00175
inputs/sample_8_comp=Target_7_confirming.jpeg,0,0,1
inputs/sample_16_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_6_comp=Target_7_confirming.jpeg,0,0,1
inputs/sample_9_comp=Target_7_confirming.jpeg,0,0,1
inputs/sample_7_comp=Target_7_confirming.jpeg,0,0,1
inputs/SCH_1_comp=Target_7_confirming.jpeg,175261.27,1,0.00428
inputs/sample_8_comp=Target_8_confirming.jpeg,21759974.17,20,2.5e-4
inputs/sample_6_comp=Target_8_confirming.jpeg,5498166.84,14,0.00117
inputs/sample_9_comp=Target_8_confirming.jpeg,14861579.95,19,1.8e-4
inputs/sample_7_comp=Target_8_confirming.jpeg,4882510.73,10,7e-5
inputs/SCH_1_comp=Target_8_confirming.jpeg,45972626.52,22,6.3e-4
inputs/sample_8_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_6_comp=Target_9_confirming.jpeg,0,0,1
inputs/sample_9_comp=Target_9_confirming.jpeg,0,0,1
inputs/SCH_1_comp=Target_9_confirming.jpeg,173858168.57,34,6.8e-4
inputs/sample_7_comp=Target_9_confirming.jpeg,0,0,1
